site_no,site_name,street_address,city_state_zip,county,media,violation_date,violation,status,resolved_date,document,full_address,latitude,longitude,id
180329,Audi Rockville CPO,1570 Rockville Pike,"Rockville, MD, 20852",Montgomery,SWP-Scrap Tire,2025/06/18,Unlicensed,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3348942,"1570 Rockville Pike, Rockville, MD, 20852",39.0647853,-77.1266951,1380
162075,St Joseph Parish School,105 Church Ln,"Cockeysville, MD, 21030",Baltimore,SWP-Hazardous Waste,2021/08/16,Manifests not retained for minimum 3 years [COMAR 26.13.03.06A(1)]\line\line,"Ongoing, Referred to Enforcement",2021/08/16,,"105 Church Ln, Cockeysville, MD, 21030",39.4630535,-76.639778,1381
67802,Tishcon Corp,820 Brown St,"Salisbury, MD, 21801",Wicomico,SWP-Hazardous Waste,2024/06/06,Accumulation time began is not clearly marked and visible on containers [COMAR 26.13.03.05E(1)(e)]\line\line,Returned to Compliance,2024/05/31,,"820 Brown St, Salisbury, MD, 21801",38.3759896,-75.5873912,1382
22059,John Eyler & Pleasants Construction,11101 Liberty Rd,"Frederick, MD, 21701",Frederick,SWP-Refuse Disposal,2025/04/16,"Commingled solid waste materials (rebar/pipes, metal, wood, plastic, glass, and other synthetic debris pieces, such as foam and fibrous composites) are present at surface fractions of roughly 5-30%, varying on-site by specific location observed","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3324862,"11101 Liberty Rd, Frederick, MD, 21701",39.4693278,-77.2761851,1383
25833,Sunoco - 2030 Crain Highway,2030 Crain Hwy,"Waldorf, MD, 20601",Charles,SWP-Scrap Tire,2022/04/14,Approximately 90 scrap tires in an open dump,Returned to Compliance,2024/03/14,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2918095,"2030 Crain Hwy, Waldorf, MD, 20601",38.6205834,-76.9163915,1384
19538,Dorchester County DPW - Beulah Municipal Landfill,6815 E New Market Ellwood Rd,"Hurlock, MD, 21643",Dorchester,SWP-Refuse Disposal,2025/05/18,Post-inspection review of MDE’s file did  not show that Dorchester County submitted the construction certification report (as-built) to SWP; it should have been received within 90 days after the final walkthrough approval on Feb.6,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3337044,"6815 E New Market Ellwood Rd, Hurlock, MD, 21643",,,1385
23686,Somerset County Landfill - Fairmount Site,8716 James Ring Rd,"Westover, MD, 21871",Somerset,SWP-Refuse Disposal,2022/11/23,Daily or periodic cover is not at least 6 inches,Returned to Compliance,2025/04/29,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2957692,"8716 James Ring Rd, Westover, MD, 21871",,,1386
87020,Hess Road Recycling Center/Universal Contractor Incorporated,6502 Hess Rd,"Hancock, MD, 21750",Washington,SWP-Refuse Disposal,2023/07/03,"Scattered old, unprocessed NWW debris was spread around the southern perimeter. ~200CY pile of derelict, aged wooden pallets and ~150CY pile of demolished, aged wood board on the ground at the southern area. Scattered litter/trash debris was found on the ground throughout the site","Ongoing, Referred to Enforcement",,,"6502 Hess Rd, Hancock, MD, 21750",39.7131704,-78.1588741,1387
2984,Johns Hopkins University - Applied Physics Laboratory,11091 Johns Hopkins Rd,"Laurel, MD, 20723",Howard,SWP-Hazardous Waste,2025/04/03,"Satellite accumulation containers are not marked ""Hazardous Waste"" or name of content [COMAR 26.13.03.05E(3)(b)]\line\line",Returned to Compliance,2025/03/24,,"11091 Johns Hopkins Rd, Laurel, MD, 20723",,,1388
13670,Quarantine Road Municipal Landfill,6100 Quarantine Rd,"Curtis Bay, MD, 21226",Baltimore City,SWP-Refuse Disposal,2021/07/06,Daily cover not at least 6 inches thick.,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2786739,"6100 Quarantine Rd, Curtis Bay, MD, 21226",,,1389
7466,PENSKE TRUCK LEASING CO,7205 Montevideo Rd,"Jessup, MD, 20794",Howard,SWP-Hazardous Waste,2023/03/06,Universal waste batteries not stored in a manner to prevent potential releases to the environment,Returned to Compliance,2023/06/01,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3065772,"7205 Montevideo Rd, Jessup, MD, 20794",39.1732906,-76.7744644,1390
64857,"MANN-PAK, Inc.","9601 Pulaski Park Dr, Ste 401","Middle River, MD, 21220",Baltimore,SWP-Hazardous Waste,2022/07/18,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line",Returned to Compliance,2022/08/18,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2955705,"9601 Pulaski Park Dr, Ste 401, Middle River, MD, 21220",,,1391
1839,Fort George G. Meade WWTP,2212 Chisholm Avenue,"Fort George G. Meade, MD, 20755-5115",Anne Arundel,SWP-Hazardous Waste,2024/12/10,"Contingency plan has not been amended as required ( failure of plan, changes to facility, changes to personnel or equipment) [COMAR 26.13.05.04]\line\line","Ongoing, Referred to Enforcement",2024/11/18,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3353791,"2212 Chisholm Avenue, Fort George G. Meade, MD, 20755-5115",,,1392
147840,Charlotte Hall Natural Wood Waste Recycling Facility,37308 Carpenter Ln,"Charlotte Hall, MD, 20622",St. Mary's,SWP-Natural Wood Waste,2023/01/06,Unprocessed material is visibly aged and was not processed within 30 days. See open site complaint.,Returned to Compliance,2025/02/20,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3091755,"37308 Carpenter Ln, Charlotte Hall, MD, 20622",,,1393
168071,"DAP Products, Inc",8410 Kelso Dr,"Baltimore, MD, 21221",Baltimore,SWP-Hazardous Waste,2021/12/22,Generator had no employees' training record on file (current until facility closure and former for 3 years) [COMAR 26.13.05.02G(5)]\line\line,Returned to Compliance,2021/12/01,,"8410 Kelso Dr, Baltimore, MD, 21221",39.3266965,-76.488666,1394
147840,Charlotte Hall Natural Wood Waste Recycling Facility,37308 Carpenter Ln,"Charlotte Hall, MD, 20622",St. Mary's,SWP-Natural Wood Waste,2022/12/01,"No documents kept on site, see open site complaint",Returned to Compliance,2025/02/20,,"37308 Carpenter Ln, Charlotte Hall, MD, 20622",,,1395
21865,Thunderbird Motel WWTP,11050 Crain Hwy,"Newburg, MD, 20664",Charles,SWP-Sewage Sludge,2024/10/18,"Thunderbird Motel WWTP located at 11050 Crain Hwy, Newburg, Maryland, started with help and a permit that was issued to MES.  MES is no longer involved with this facility anymore for some time.

Both permits issued to MES authorizing hauling and disposal as noted;
2022-STR-6185 issued 8/1/2022 and would expire 7/31/32 to Mattawoman
2022-STR-6184 issued 8/1/2022 and expires 7/31/32 to Dorsey Run","Ongoing, Referred to Enforcement",,,"11050 Crain Hwy, Newburg, MD, 20664",38.4113325,-76.9553155,1396
19538,Dorchester County DPW - Beulah Municipal Landfill,6815 E New Market Ellwood Rd,"Hurlock, MD, 21643",Dorchester,SWP-Refuse Disposal,2023/01/25,"Unstabilized soil, eroion rills","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2982526,"6815 E New Market Ellwood Rd, Hurlock, MD, 21643",,,1397
87020,Hess Road Recycling Center/Universal Contractor Incorporated,6502 Hess Rd,"Hancock, MD, 21750",Washington,SWP-Scrap Tire,2023/07/03,According to currently available records both the facility’s Hauler and Collection licenses expired 4/5/2022,Returned to Compliance,2023/10/06,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3041673,"6502 Hess Rd, Hancock, MD, 21750",39.7131704,-78.1588741,1398
13670,Quarantine Road Municipal Landfill,6100 Quarantine Rd,"Curtis Bay, MD, 21226",Baltimore City,SWP-Refuse Disposal,2022/03/02,Public nuisances are not prevented,"Ongoing, Referred to Enforcement",,,"6100 Quarantine Rd, Curtis Bay, MD, 21226",,,1399
101681,Walgreens #17522,238 McMechen St,"Baltimore City, MD, 21217",Baltimore City,SWP-Hazardous Waste,2024/03/28,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line",Returned to Compliance,2024/05/03,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3130419,"238 McMechen St, Baltimore City, MD, 21217",,,1400
176424,Excel One Contracting,600 Crain Hwy,"Upper Marlboro, MD, 20774",Prince George's,SWP-Refuse Disposal,2022/09/20,Facility does not have a refuse disposal processing permit,"Ongoing, Referred to Enforcement",,,"600 Crain Hwy, Upper Marlboro, MD, 20774",38.8226489,-76.7358686,1401
26210,Service Tire Truck Center Inc,"900 E. Patrick St, Unit 1A","Frederick, MD, 21701",Frederick,SWP-Refuse Disposal,2022/02/02,"Solid waste consisting of scattered piles of used pallets, scattered fluid containers (most 55gal. size, some containing used oil without secured closure, some leaking onto the pervious surface of the graded yard) and miscellaneous waste materials (rubber track treads, vehicle parts, tire inner tubes). A person may not cause, suffer, allow, or permit open dumping on his property. Citation COMAR 26.04.07.03B(4)",Returned to Compliance,2023/12/27,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2869355,"900 E. Patrick St, Unit 1A, Frederick, MD, 21701",,,1402
146126,Hughes/Madison Property,1219 Old Madison Rd,"Madison, MD, 21648-1101",Dorchester,SWP-Refuse Disposal,2022/06/06,Open burning SW and ST,Returned to Compliance,2022/11/29,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2929460,"1219 Old Madison Rd, Madison, MD, 21648-1101",38.5078666,-76.217731,1403
175215,The Rim Exchange,1919 Pulaski Hwy,"Edgewood, MD, 21040",,SWP-Scrap Tire,2022/05/11,No ST License,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2906372,"1919 Pulaski Hwy, Edgewood, MD, 21040",39.4393713,-76.2965985,1404
173164,Revolution Motor Works,3306 Baltimore Blvd,"Finksburg, MD, 21048",Carroll,SWP-Scrap Tire,2021/10/13,No ST License,Returned to Compliance,2024/01/23,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2822936,"3306 Baltimore Blvd, Finksburg, MD, 21048",39.4916027,-76.8860425,1405
177701,Oakville Convenience Center,26630 N Sandgate Rd,"Mechanicsville, MD, 20659",St. Mary's,SWP-Refuse Disposal,2023/02/27,Improper handling of Universal Waste (UW) by not labeling boxes of fluorescent light bulbs,Returned to Compliance,2023/03/07,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2992957,"26630 N Sandgate Rd, Mechanicsville, MD, 20659",,,1406
16785,WMATA - 10201 Good Luck Road Facility,10201 Good Luck Rd,"Glenn Dale, MD, 20769-9700",Prince George's,SWP-Hazardous Waste,2021/11/05,Boxes containing bulbs not closed.,Returned to Compliance,2021/10/05,,"10201 Good Luck Rd, Glenn Dale, MD, 20769-9700",38.9974023,-76.8305763,1407
151191,World Recycling Company,2740 Wilmarco Avenue,"Baltimore, MD, 21223",Baltimore City,SWP-Refuse Disposal,2022/07/24,"Wastes remains on the tipping floor, in the refuse pit, or in uncovered trailers at end of work day","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2940960,"2740 Wilmarco Avenue, Baltimore, MD, 21223",39.2732517,-76.6592961,1408
184872,Robert Creighton Jr Property,24420 Ocean Gateway,"Mardela Springs, MD, 21837",Wicomico,SWP-Scrap Tire,2024/12/13,Approximately 50 scrap tires in an open dump,Returned to Compliance,2025/04/15,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3247114,"24420 Ocean Gateway, Mardela Springs, MD, 21837",38.4624429,-75.7676743,1409
151191,World Recycling Company,2740 Wilmarco Avenue,"Baltimore, MD, 21223",Baltimore City,SWP-Refuse Disposal,2022/07/24,"Any waste remaining at end of day is not stored in lead-proof, fly-proof, and rodent-proof containers","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2940960,"2740 Wilmarco Avenue, Baltimore, MD, 21223",39.2732517,-76.6592961,1410
107317,Aspen Nursery,15710 New Hampshire Ave,"Silver Spring, MD, 20905",Montgomery,SWP-Natural Wood Waste,2022/05/24,Lanes around and between piles are not negotiable by fire trucks,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2916982,"15710 New Hampshire Ave, Silver Spring, MD, 20905",39.076572,-77.0018621,1411
174065,Maryland Land Holding LLC,1533 Rollins Ave,"Capitol Heights, MD, 20743",Prince George's,SWP-Scrap Tire,2022/01/17,ST Open Dump,Returned to Compliance,2024/02/05,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2858073,"1533 Rollins Ave, Capitol Heights, MD, 20743",38.8697962,-76.9074938,1412
10821,Better Engineering,1802 Fashion Ct,"Joppa, MD, 21085",Harford,SWP-Hazardous Waste,2022/04/01,There is no adequate containment system in place [COMAR 26.13.05.09H]\line\line,"Ongoing, Referred to Enforcement",2022/04/29,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2893909,"1802 Fashion Ct, Joppa, MD, 21085",,,1413
177239,Raynard Percy Stanley Property,5327 Beaver Neck Village Rd,"Linkwood, MD, 21835",Dorchester,SWP-Refuse Disposal,2023/01/09,Open dump and open burning.,Returned to Compliance,2023/04/27,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2969789,"5327 Beaver Neck Village Rd, Linkwood, MD, 21835",,,1414
174527,"Mavis Tire Supply, LLC",1321 Riverside Pkwy,"Belcamp, MD, 21017",Harford,SWP-Scrap Tire,2022/02/25,No ST License,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2881023,"1321 Riverside Pkwy, Belcamp, MD, 21017",39.4786572,-76.2467075,1415
177411,Hospices of National Capitol Region-Majestic Grounds,10101 White House Rd,"Upper Marlboro, MD, 20774",Prince George's,SWP-Refuse Disposal,2023/01/24,Employee says they break up the large limbs and trunks and grind into mulch.,Returned to Compliance,2025/06/11,,"10101 White House Rd, Upper Marlboro, MD, 20774",38.8655659,-76.8322113,1416
101681,Walgreens #17522,238 McMechen St,"Baltimore City, MD, 21217",Baltimore City,SWP-Hazardous Waste,2024/03/28,"Satellite accumulation containers are not marked ""Hazardous Waste"" or name of content [COMAR 26.13.03.05E(3)(b)]\line\line",Returned to Compliance,2024/05/03,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3246596,"238 McMechen St, Baltimore City, MD, 21217",,,1417
178665,"Supreme Tire Service, LLC.",1009 D Edgewood Rd,"Edgewood, MD, 21040",Harford,SWP-Scrap Tire,2023/06/14,The Facility does not have a scrap tire license,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3030453,"1009 D Edgewood Rd, Edgewood, MD, 21040",39.441758,-76.307316,1418
11157,ESTES-DGRM-Baltimore Terminal (BAL) #29,5101 Washington Blvd,"Halethorpe, MD, 21227",Baltimore,SWP-Hazardous Waste,2024/06/11,"Batteries on-site longer than one year
in violation of 26.13.10.17B(1) and (2)",Returned to Compliance,2024/06/05,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3350447,"5101 Washington Blvd, Halethorpe, MD, 21227",39.2214539,-76.6987071,1419
175217,Shore Auto Sales,205 Sunset Blvd,"Ridgely, MD, 21660",Caroline,SWP-Scrap Tire,2022/05/11,No ST License,Returned to Compliance,2024/12/19,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2906376,"205 Sunset Blvd, Ridgely, MD, 21660",38.9430993,-75.889063,1420
83861,Guille's Tire and Auto Care,4904 Ritchie Hwy,"Brooklyn, MD, 21225",Anne Arundel,SWP-Scrap Tire,2022/08/04,No ST License,Returned to Compliance,2024/06/05,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2941592,"4904 Ritchie Hwy, Brooklyn, MD, 21225",39.225639,-76.6136773,1421
150537,Fabrication Designs Inc,"7463 New Ridge Rd, Ste A","Hanover, MD, 21076",Anne Arundel,SWP-Hazardous Waste,2025/06/16,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line",Returned to Compliance,2025/06/11,,"7463 New Ridge Rd, Ste A, Hanover, MD, 21076",,,1422
174913,MDOT SHA Bridge # 0111704,I-68 WB over MD 53,"Cumberland, MD, 21502",Allegany,SWP-Hazardous Waste,2022/10/25,Facility has no adequate aisle space to allow unobstructed personnel movements [COMAR 26.13.05.03F]\line\line,Returned to Compliance,2022/10/21,,"I-68 WB over MD 53, Cumberland, MD, 21502",,,1423
29763,Newland Park Municipal Landfill,6948 Brick Kiln Rd,"Salisbury, MD, 21801",Wicomico,SWP-Refuse Disposal,2024/04/16,Failed to monitor for fall 2023 groundwater,Returned to Compliance,2024/05/14,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3132310,"6948 Brick Kiln Rd, Salisbury, MD, 21801",,,1424
20643,Honeygo Run Reclamation Center Rubble Landfill,10710 Philadelphia Rd,"Perry Hall, MD, 21128",Baltimore,SWP-Refuse Disposal,2024/04/17,Odors found off site.,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3143126,"10710 Philadelphia Rd, Perry Hall, MD, 21128",39.380173,-76.4379955,1425
23233,Foy's Salvage,24985 Harrington Rd,"Greensboro, MD, 21639",Caroline,SWP-Scrap Tire,2022/03/10,SW Open Dump,"Ongoing, Referred to Enforcement",,,"24985 Harrington Rd, Greensboro, MD, 21639",38.9762164,-75.8384597,1426
9496,Home Depot HD2554,6003 Oxon Hill Rd,"Oxon Hill, MD, 20745",Prince George's,SWP-Hazardous Waste,2025/04/09,Generator had no employees' training record on file (current until facility closure and former for 3 years) [COMAR 26.13.05.02G(5)]\line\line,"Ongoing, Referred to Enforcement",2025/03/28,,"6003 Oxon Hill Rd, Oxon Hill, MD, 20745",38.8057579,-76.9786398,1427
185402,Michael Greensfelder Property,28 Crafton Rd,"Essex, MD, 21221",Baltimore,SWP-Refuse Disposal,2025/02/28,The solid waste on the property has not been disposed of properly and constitutes as open dumping.,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3281620,"28 Crafton Rd, Essex, MD, 21221",39.3069014,-76.4865647,1428
54655,Connie Frazier and Robert Brewis (Curtis House Movers),8250 and 8270 Edwin Raynor Blvd,"Pasadena, MD, 21122",Anne Arundel,SWP-Refuse Disposal,2024/07/17,The entire property (besides their house) is an open dump including over 5k scrap tires.,"Ongoing, Referred to Enforcement",,,"8250 and 8270 Edwin Raynor Blvd, Pasadena, MD, 21122",,,1429
180359,"Penske Truck Leasing Co., LP - Merser Road",14661 Merser Rd,"Eden, MD, 21822",Somerset,SWP-Hazardous Waste,2025/07/23,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" and an indication of the hazards of the content [COMAR 26.13.03.03-10A]",Returned to Compliance,2025/07/17,,"14661 Merser Rd, Eden, MD, 21822",,,1430
176424,Excel One Contracting,600 Crain Hwy,"Upper Marlboro, MD, 20774",Prince George's,SWP-Refuse Disposal,2022/09/20,Facility does not have a refuse disposal transfer permit,"Ongoing, Referred to Enforcement",,,"600 Crain Hwy, Upper Marlboro, MD, 20774",38.8226489,-76.7358686,1431
165391,Tharos Training Center,6101 Fallard Dr,"Upper Marlboro, MD, 20772",Prince George's,SWP-Hazardous Waste,2024/10/17,Universal waste lamps are not managed in an appropriate container or package,"Ongoing, Referred to Enforcement",2025/02/06,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3223910,"6101 Fallard Dr, Upper Marlboro, MD, 20772",38.8054003,-76.8419862,1432
23291,Oldcastle Lawn and Garden - Pittsville,34052 Old Ocean City Rd,"Pittsville, MD, 21850",Wicomico,SWP-Natural Wood Waste,2023/05/05,"New ownership, no NWW permit",Returned to Compliance,2023/06/18,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3017866,"34052 Old Ocean City Rd, Pittsville, MD, 21850",38.3917135,-75.4292248,1433
17828,Target Store 1233,125 East Northpointe Dr,"Salisbury, MD, 21804",Wicomico,SWP-Hazardous Waste,2025/03/20,Hazardous waste containers are not closed [COMAR 26.13.05.09D]\line\line,Returned to Compliance,2025/03/13,,"125 East Northpointe Dr, Salisbury, MD, 21804",,,1434
31830,Estes Express Lines,201 Chesapeake Blvd,"Elkton, MD, 21921",Cecil,SWP-Hazardous Waste,2023/08/02,"Facility has no ""No Smoking"" sign conspicuously displayed where there is hazard for ignitable or reactive wastes  [COMAR 26.13.05.03G]\line\line",Returned to Compliance,2023/09/26,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3065761,"201 Chesapeake Blvd, Elkton, MD, 21921",39.597499,-75.787753,1435
36605,Southern Maryland Processing Facility,7659 Binnacle Ln,"Owings, MD, 20736",Calvert,SWP-Refuse Disposal,2021/11/29,Mercury-containing light bulbs no properly handled.,Returned to Compliance,2022/09/08,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2835452,"7659 Binnacle Ln, Owings, MD, 20736",38.686575,-76.6106496,1436
173727,Maryland Tires LLC,22132 Pegg Rd,"Lexington Park, MD, 20653",St. Mary's,SWP-Scrap Tire,2024/01/16,No Scrap Tire License,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3093947,"22132 Pegg Rd, Lexington Park, MD, 20653",38.2749532,-76.4665509,1437
91964,Zodiac of North America,540 Thompson Creek Rd,"Stevensville, MD, 21666",Queen Anne's,SWP-Hazardous Waste,2024/02/22,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line",Returned to Compliance,2024/02/16,,"540 Thompson Creek Rd, Stevensville, MD, 21666",38.9703891,-76.3105929,1438
183916,"AMA Tires, LLC",3410 Rockefeller Court,"Waldorf, MD, 20602",Charles,SWP-Scrap Tire,2025/03/05,"STs onsite exceed permissible amount, > 1500.","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3282649,"3410 Rockefeller Court, Waldorf, MD, 20602",,,1439
155766,Carey Collision Repairs Inc. dba Top Gun Collision,"295 Bucheimer Rd, Ste D","Frederick, MD, 21701",Frederick,SWP-Scrap Tire,2025/04/17,No reciepts; hauls tires themselves or using Proco Company (2024-RTH-09912). Unlicensed to haul scrap tires.,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3335409,"295 Bucheimer Rd, Ste D, Frederick, MD, 21701",,,1440
23686,Somerset County Landfill - Fairmount Site,8716 James Ring Rd,"Westover, MD, 21871",Somerset,SWP-Refuse Disposal,2023/07/06,Leachate discharge.  No cover material.,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3053763,"8716 James Ring Rd, Westover, MD, 21871",,,1441
19538,Dorchester County DPW - Beulah Municipal Landfill,6815 E New Market Ellwood Rd,"Hurlock, MD, 21643",Dorchester,SWP-Refuse Disposal,2022/12/06,Separately collected and NWW open dumping.,Returned to Compliance,2024/01/25,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2958251,"6815 E New Market Ellwood Rd, Hurlock, MD, 21643",,,1442
186379,Potomac Electric Power Company PEPCO,Tucker Rd,"Fort Washington, MD, 20744",Prince George's,SWP-Refuse Disposal,2025/07/11,Open dumping has occurred on the property,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3349969,"Tucker Rd, Fort Washington, MD, 20744",,,1443
2403,Eaton Corporation - Beltsville Facility,11642 Old Baltimore Pike,"Beltsville, MD, 20705",Prince George's,SWP-Hazardous Waste,2022/05/24,Satellite accumulation exceed maximum quantity limits (55 gallons or 1 quart acute) CHS [COMAR 26.13.03.05E(3)]\line\line,Returned to Compliance,2022/05/23,,"11642 Old Baltimore Pike, Beltsville, MD, 20705",39.0461103,-76.8941675,1444
102253,Gomez Tire Shop 2,4811 York Rd,"Baltimore City, MD, 21212",Baltimore City,SWP-Scrap Tire,2023/07/11,50 scrap tires were observed in front of the shop. The facility is operating a scrap tire business without the proper license.,"Ongoing, Referred to Enforcement",,,"4811 York Rd, Baltimore City, MD, 21212",,,1445
13670,Quarantine Road Municipal Landfill,6100 Quarantine Rd,"Curtis Bay, MD, 21226",Baltimore City,SWP-Refuse Disposal,2022/03/02,Public nuisances are not prevented,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2881321,"6100 Quarantine Rd, Curtis Bay, MD, 21226",,,1446
19426,Yacou Service Auto Repairs and Tire,4109 Silver Hill Rd,"Suitland, MD, 20746",Prince George's,SWP-Scrap Tire,2024/05/06,"About 1,000 scrap tires are stockpiled",Returned to Compliance,2024/07/30,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3143663,"4109 Silver Hill Rd, Suitland, MD, 20746",38.8420521,-76.9361879,1447
6948,Quality Tires,4257 Harford Rd,"Baltimore, MD, 21214",Baltimore City,SWP-Scrap Tire,2023/01/27,No Scrap Tire License,Returned to Compliance,2024/06/28,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2980601,"4257 Harford Rd, Baltimore, MD, 21214",39.3382686,-76.5735122,1448
25694,MDTA - JFK Memorial Highway II Maintenance Facility,568 Bouchelle Rd,"Elkton, MD, 21921",Cecil,SWP-Hazardous Waste,2025/03/24,Container used for satellite accumulation not closed [COMAR 26.13.03.05E(3)(a)]\line\line,Returned to Compliance,2025/03/21,,"568 Bouchelle Rd, Elkton, MD, 21921",,,1449
10414,Eastern Sanitary Landfill Solid Waste Management Facility,6257 Days Cove Rd,"White Marsh, MD, 21162",Baltimore,SWP-Refuse Disposal,2022/03/31,Blowing litter is not controlled,Returned to Compliance,2022/04/14,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2893815,"6257 Days Cove Rd, White Marsh, MD, 21162",39.3933883,-76.3879528,1450
430,Axillon Aerospace,3310 Carlins Park Drive,"Baltimore, MD, 21215-7851",Baltimore City,SWP-Hazardous Waste,2024/04/15,"Spent batteries in shipping area not labeled or marked with the words ""universal waste""",Returned to Compliance,2024/04/16,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3198772,"3310 Carlins Park Drive, Baltimore, MD, 21215-7851",39.3247433,-76.6621497,1451
173989,A & F Auto Service,4410 York Rd,"Baltimore City, MD, 21212",Baltimore City,SWP-Scrap Tire,2023/04/24,"This business has 9 scrap tires on the property: 4 in a light truck bed, 4 stockpiled on the ground, and one being used to help hold up the rear of a boat. The business lacks the required licensing.",Returned to Compliance,2024/06/04,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3029009,"4410 York Rd, Baltimore City, MD, 21212",,,1452
731,Southern MD Agricultural Association/Bowie Training Facility,8300 Race Track Rd,"Bowie, MD, 20715",Prince George's,SWP-Refuse Disposal,2024/12/09,"~60CY of household/commercial solid waste is dumped, along with ~7 acres of NWW dumping that when not processed into a marketable product within 1 year is considered open dumping.","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3257580,"8300 Race Track Rd, Bowie, MD, 20715",39.008451,-76.746194,1453
152237,"Suitland Tire, LLC",4805 Silver Hill Rd,"Suitland, MD, 20746",Prince George's,SWP-Scrap Tire,2025/09/10,Operating on an expired license,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3353316,"4805 Silver Hill Rd, Suitland, MD, 20746",38.8492818,-76.9237705,1454
